Unnamed: 0,job_id,job_title,country,isco_3,isco_3_label,hard_skills,tools,knowledge_domains,soft_skills,languages,education_level,education_field,digital_competences,green_competences,status
65,HR20,PROJECT MANAGER,Croatia,132,"Manufacturing, Mining, Construction and Distribution Managers","['work organization in assembly', 'MS Office package', '2D/3D CAD software for design', 'technical profession']","['MS Office', 'Solidworks']","['technical', 'construction']","['responsibility', 'precision']",['German'],other,technical or construction,"['Managing data, information and digital content']",[],ok
66,HR21,QUALITY CONTROLLER,Croatia,311,Physical and Engineering Science Technicians,"['control and monitoring of cut sheet metal positions', 'control and monitoring of finished products', 'computer literacy', 'MS Office']",['MS Office'],['metal field'],"['reliability', 'technical understanding', 'willingness to work']",[],other,metal field,"['Browsing, searching and filtering data, information and digital content']",[],ok
67,HR22,CONSTRUCTOR IN METAL PROCESSING,Croatia,214,Engineering Professionals (excluding Electrotechnology),"['mechanical engineering', 'product development', 'technical preparation for production', 'creation of technical documentation', 'working with technical drawings', 'working in CAD tools']",['CAD tools'],"['mechanical engineering', 'product development', 'technical documentation']","['responsibility', 'precision', 'teamwork']",[],bachelor,mechanical engineering,"['Managing data, information and digital content', 'Collaborating through digital technologies']",[],ok
68,HR23,CHIEF TECHNOLOGIST (MALE)/CHIEF TECHNOLOGIST (FEMALE),Croatia,214,Engineering Professionals (excluding Electrotechnology),"['development of technological processes', 'standardization of technological processes', 'creating workshop documentation', 'creating operational norms', 'technical product description creation', 'product implementation and development', 'preparing calculations and components', 'component control for product materials', 'improving product devices', 'monitoring product series', 'creating work instructions', 'coordinating technologists', 'introducing technological solutions', 'using CAD programs', 'using CAM programs', 'programming CNC milling machines', 'creating and understanding workshop drawings', 'creating and understanding 3D models', 'technical documentation preparation', 'using MS Office']","['SolidWorks', 'SolidCAM', 'MS Office']","['technical field', 'production processes', 'CNC milling machines', 'CAD/CAM systems']","['problem-solving ability', 'spatial orientation', 'organizational skills', 'initiative', 'proactivity', 'authority', 'responsibility', 'strong work ethic', 'positive attitude', 'team cooperation']",['English'],bachelor,technical field,"['Browsing, searching and filtering data, information and digital content', 'Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
69,HR24,PRODUCTION DRIVER,Croatia,312,"Mining, Manufacturing and Construction Supervisors","['leading production of metal structures', 'reading technical documentation', 'distribution of work', 'control and review of produced elements', 'communication between office and workshop']",[],"['metal structures', 'technical documentation']","['responsibility', 'communication']",[],,,[],[],ok
70,HR25,EXPERT IN MECHANICAL CONSTRUCTIONS,Croatia,214,Engineering Professionals (excluding Electrotechnology),"['designing mechanical structures', 'analyzing mechanical structures', 'optimizing mechanical designs', 'preparing technical documentation', 'load calculations', 'using CAD tools', 'using CAE tools', 'creating workshop drawings', 'creating assembly drawings', 'creating installation drawings', 'metal processing technologies', 'applying tolerances in design', 'mechanical properties calculations', 'computer simulations of material stress', 'numerical analysis principles', 'industrial project experience', 'serial production experience', 'knowledge of mechanical engineering standards and regulations']","['SolidWorks', 'AutoCAD', 'Inventor', 'Ansys']","['mechanical engineering', 'mechanics', 'mechatronics', 'robotics', 'automation', 'metal constructions', 'building constructions']","['collaborating with production and engineering teams', 'keeping up with latest technologies and standards']","['English', 'Croatian']",bachelor,mechanical engineering,"['Browsing, searching and filtering data, information and digital content', 'Managing data, information and digital content', 'Collaborating through digital technologies']",[],ok
71,HR26,INSTALLER (MALE/FEMALE) OF PVC AND ALUMINUM JOINERY,Croatia,741,Electrical Equipment Installers and Repairers,"['Installation of PVC doors and windows', 'Installation of ALU doors and windows']",[],[],[],[],,,[],[],ok
72,HR27,INDEPENDENT INSTALLER (male)/INDEPENDENT INSTALLER (female),Croatia,741,Electrical Equipment Installers and Repairers,"['locksmithing', 'fence production', 'fence installation', 'tool handling']",[],"['fence production', 'locksmithing']","['independence', 'teamwork']",[],,,[],[],ok
73,HR28,DRY CONSTRUCTION FITTER,Croatia,711,Building Frame and Related Trades Workers,"['setting up profiles', 'installing panels', 'installing insulation', 'measuring materials', 'cutting materials', 'placing materials precisely', 'construction of partition walls', 'construction of suspended ceilings', 'construction of wall cladding']",[],"['construction', 'building adaptation']",[],[],,,[],[],ok
74,HR29,DRY CONSTRUCTION FITTER (MALE/FEMALE),Croatia,711,Building Frame and Related Trades Workers,"['preparatory work', 'area protection', 'installation of drywall partition walls', 'installation of drywall cladding and ceilings', 'plastering', 'sanding', 'patching', 'closing holes or damages']",[],['drywall installation'],['independent work'],[],,,[],[],ok
75,HR30,INSTALLER OF CONSTRUCTION ELEMENTS,Croatia,721,"Sheet and Structural Metal Workers, Moulders and Welders, and Related Workers","['installation of ventilated facades', 'construction sheet metal work', 'use of measuring tools', 'use of electrical tools', 'use of hand tools', 'installation of substructures', 'reading technical plans']","['measuring tools', 'electrical tools', 'hand tools']","['ventilated facades', 'sheet metal elements', 'technical plans']",[],[],,,[],[],ok
76,HR31,DRY CONSTRUCTION FITTER (MALE/FEMALE),Croatia,711,Building Frame and Related Trades Workers,"['drywall installation', 'partition wall construction', 'wall and ceiling covering', 'suspended ceiling installation', 'thermal insulation installation', 'sound insulation installation', 'metal substructure mounting', 'joint processing', 'edge processing', 'final layer finishing', 'filling', 'smoothing', 'sanding']",[],"['construction', 'building materials', 'insulation techniques']",[],[],,,[],[],ok
77,HR32,LEADING INSTALLER (MALE)/LEADING INSTALLER (FEMALE) FOR ALUMINUM SYSTEMS,Croatia,132,"Manufacturing, Mining, Construction and Distribution Managers","['Installation of ALU joinery', 'Embedding of ALU joinery', 'Knowledge of aluminum systems', 'Knowledge of ALU continuous facades', 'Knowledge of structural facades', 'Basic knowledge of ventilated facades', 'Team leadership', 'Task organization']",[],"['Aluminum systems', 'ALU continuous facades', 'Structural facades', 'Ventilated facades']","['Team leadership', 'Task organization']",[],,,[],[],ok
78,HR33,10. IT ADVISOR – WEB DEVELOPER IN THE IT SERVICES DEVELOPMENT DEPARTMENT – INFORMATION TECHNOLOGY DIVISION,Croatia,251,Software and Applications Developers and Analysts,"['web programming', 'IT advisory']",[],"['technical sciences', 'computer science', 'electrical engineering', 'information science', 'information and communication sciences']",[],['English'],master,technical sciences,['Programming'],[],ok
79,HR34,COMPUTER ENGINEER - SERVICE TECHNICIAN,Croatia,215,Electrotechnology Engineers,"['software development', 'monitoring and statistics', 'fault detection', 'repair of electrical devices', 'computer work']",[],"['automatic clubs', 'online gaming systems', 'electrical devices']","['resourcefulness', 'teamwork']",[],,,['Solving technical problems'],[],ok
80,HR35,WEB DEVELOPMENT ENGINEER,Croatia,251,Software and Applications Developers and Analysts,"['web application development', 'technical architecture setup', 'code quality oversight', 'product planning', 'development of new functionalities', 'application stability management', 'application performance optimization', 'application security', 'application integrations', 'application design creation and improvement', 'graphic design', 'HTML', 'CSS', 'Tailwind', 'Javascript', 'Typescript', 'React', 'relational databases', 'SQL queries', 'solving technical problems']","['HTML', 'CSS', 'Tailwind', 'Javascript', 'Typescript', 'React', 'relational databases', 'SQL']","['computer science', 'informatics', 'electrical engineering', 'web development']","['independence', 'technical decision making']",[],other,"computer science, informatics, electrical engineering, or related",['Solving technical problems'],[],ok
